Transaction_ID,Customer_ID,Card_ID,Transaction_Date,Merchant_Category,Transaction_Amount,Transaction_Type,Transaction_Status,Payment_Method,Location
TXN321916,C104164,CARD210530,2025-01-24,Utilities,1010.69,Purchase,Approved,ATM,International
TXN321917,C101314,CARD202625,2025-12-23,Entertainment,415.82,Purchase,Approved,POS,Domestic
TXN321918,C109446,CARD206090,2026-03-15,Fuel,2561.83,Purchase,Approved,Contactless,Domestic
TXN321919,C101987,CARD207458,2026-01-30,Grocery,949.1,Purchase,Approved,Online,Domestic
TXN321920,C109903,CARD201802,2026-07-15,Electronics,2782.26,Purchase,Approved,Online,Domestic
TXN321921,C109553,CARD205553,2025-07-27,Healthcare,3915.83,Cash Withdrawal,Approved,Online,Domestic
TXN321922,C107672,CARD200125,2025-06-28,Utilities,2885.73,Purchase,Declined,ATM,Domestic
TXN321923,C104094,CARD209975,2026-03-28,Utilities,460.69,Purchase,Approved,Contactless,Domestic
TXN321924,C100348,CARD203445,2025-11-08,Entertainment,812.98,Purchase,Approved,POS,Domestic
TXN321925,C102150,CARD204691,2026-06-23,Online Shopping,148.38,Purchase,Approved,POS,Domestic
TXN321926,C100496,CARD208582,2025-08-17,Education,1052.55,Purchase,Approved,Online,Domestic
TXN321927,C107532,CARD205247,2025-04-14,Dining,2922.01,Purchase,Approved,ATM,Domestic
TXN321928,C105962,CARD202407,2026-01-14,Online Shopping,626.13,Purchase,Approved,Online,Domestic
TXN321929,C102258,CARD211680,2025-02-11,Healthcare,4486.41,Purchase,Approved,Online,Domestic
TXN321930,C101445,CARD200696,2026-01-13,Travel,3629.83,Purchase,Declined,Online,International
TXN321931,C106257,CARD204210,2025-11-11,Fuel,1752.36,Purchase,Approved,POS,Domestic
TXN321932,C109637,CARD204890,2025-08-18,Travel,2051.28,Recurring Payment,Approved,Contactless,Domestic
TXN321933,C101952,CARD205484,2026-07-21,Fuel,754.52,Purchase,Approved,Online,Domestic
TXN321934,C104736,CARD210478,2025-04-14,Grocery,463.82,Purchase,Approved,POS,Domestic
TXN321935,C105870,CARD204782,2026-05-28,Dining,660.9,Purchase,Approved,POS,Domestic
TXN321936,C106728,CARD205672,2025-01-18,Education,5311.12,Purchase,Declined,ATM,Domestic
TXN321937,C108759,CARD206348,2025-10-30,Education,591.4,Purchase,Approved,POS,Domestic
TXN321938,C108893,CARD206520,2026-07-28,Fuel,3565.72,Recurring Payment,Approved,POS,Domestic
TXN321939,C100835,CARD202323,2025-03-10,Electronics,6287.86,Purchase,Approved,POS,Domestic
TXN321940,C107117,CARD207542,2026-02-01,Electronics,2670.81,Purchase,Approved,Online,Domestic
TXN321941,C108934,CARD208109,2025-06-09,Electronics,394.45,Purchase,Approved,ATM,Domestic
TXN321942,C106684,CARD210942,2026-08-03,Education,10291.17,Purchase,Approved,Online,Domestic
TXN321943,C105885,CARD209720,2025-05-23,Travel,1505.73,Recurring Payment,Approved,Online,Domestic
TXN321944,C102454,CARD210625,2025-04-07,Electronics,1283.57,Purchase,Approved,Online,Domestic
TXN321945,C109107,CARD202778,2025-01-19,Dining,719.25,Cash Withdrawal,Approved,Contactless,Domestic
TXN321946,C102405,CARD201748,2026-05-11,Healthcare,2255.15,Purchase,Approved,Online,Domestic
TXN321947,C105740,CARD204085,2026-04-09,Grocery,4206.75,Purchase,Approved,Online,International
TXN321948,C102900,CARD206297,2025-11-10,Fuel,2483.79,Purchase,Approved,POS,Domestic
TXN321949,C107360,CARD202421,2025-01-13,Utilities,1567.12,Purchase,Approved,Online,Domestic
TXN321950,C102737,CARD205472,2026-03-09,Entertainment,2118.84,Purchase,Approved,POS,Domestic
TXN321951,C108642,CARD206422,2025-09-19,Dining,802.34,Recurring Payment,Approved,POS,Domestic
TXN321952,C100021,CARD203015,2026-02-01,Travel,1878.23,Purchase,Approved,Online,Domestic
TXN321953,C102851,CARD206034,2025-07-11,Entertainment,4532.22,Purchase,Approved,Online,Domestic
TXN321954,C106689,CARD207212,2026-07-08,Entertainment,2269.06,Purchase,Approved,POS,Domestic
TXN321955,C105989,CARD200812,2026-04-24,Grocery,3137.8,Purchase,Reversed,Online,Domestic
TXN321956,C107210,CARD207983,2025-02-21,Fuel,354.55,Purchase,Approved,Contactless,Domestic
TXN321957,C103448,CARD202340,2026-07-06,Utilities,2721.44,Purchase,Declined,Online,Domestic
TXN321958,C104569,CARD203251,2025-05-16,Online Shopping,865.06,Purchase,Approved,POS,International
TXN321959,C104835,CARD200915,2026-07-21,Entertainment,1450.5,Purchase,Approved,POS,Domestic
TXN321960,C101584,CARD201142,2025-03-05,Grocery,1160.12,Purchase,Approved,POS,Domestic
TXN321961,C109275,CARD201851,2026-06-10,Electronics,1725.45,Purchase,Approved,POS,Domestic
TXN321962,C103995,CARD209796,2026-05-20,Travel,1611.54,Purchase,Approved,POS,Domestic
TXN321963,C105518,CARD203155,2025-07-29,Fuel,847.72,Purchase,Approved,POS,Domestic
TXN321964,C102855,CARD209414,2026-07-04,Education,2349.42,Purchase,Declined,POS,Domestic
TXN321965,C105831,CARD201647,2025-05-22,Dining,3232.54,Purchase,Approved,Online,Domestic
TXN321966,C104537,CARD210676,2025-11-01,Fuel,1940.96,Purchase,Approved,Contactless,Domestic
TXN321967,C109197,CARD202995,2025-04-14,Education,2162.55,Recurring Payment,Approved,Contactless,Domestic
TXN321968,C105388,CARD209248,2026-01-11,Utilities,539.01,Recurring Payment,Approved,Online,Domestic
TXN321969,C101412,CARD201039,2026-01-27,Healthcare,577.8,Purchase,Approved,Contactless,Domestic
TXN321970,C108654,CARD200410,2025-11-16,Grocery,10794.55,Purchase,Approved,Online,Domestic
TXN321971,C102377,CARD206251,2026-07-05,Dining,498.0,Purchase,Approved,Contactless,Domestic
TXN321972,C107101,CARD205671,2026-06-22,Healthcare,1373.17,Purchase,Approved,Online,Domestic
TXN321973,C107381,CARD203514,2026-04-26,Fuel,1779.28,Purchase,Approved,Online,Domestic
TXN321974,C100788,CARD208732,2025-12-27,Electronics,570.57,Purchase,Approved,POS,Domestic
TXN321975,C107978,CARD205467,2025-12-25,Utilities,611.44,Purchase,Approved,ATM,Domestic
TXN321976,C102641,CARD207088,2026-06-08,Dining,2009.85,Purchase,Approved,POS,Domestic
TXN321977,C103503,CARD201582,2025-09-19,Entertainment,7048.23,Purchase,Approved,Online,Domestic
TXN321978,C102126,CARD203532,2025-12-31,Electronics,391.28,Purchase,Approved,POS,International
TXN321979,C105578,CARD206521,2026-07-25,Entertainment,317.16,Purchase,Approved,Online,Domestic
TXN321980,C104321,CARD207544,2025-03-05,Grocery,320.11,Purchase,Approved,Online,Domestic
TXN321981,C104894,CARD205948,2025-11-29,Healthcare,1770.33,Purchase,Approved,POS,Domestic
TXN321982,C104836,CARD205627,2026-03-31,Fuel,1359.11,Purchase,Approved,POS,Domestic
TXN321983,C105651,CARD208264,2026-05-01,Travel,390.18,Purchase,Approved,ATM,Domestic
TXN321984,C104696,CARD200255,2026-04-07,Healthcare,1133.04,Purchase,Reversed,Contactless,Domestic
TXN321985,C101991,CARD202945,2025-12-11,Fuel,6741.08,Purchase,Approved,Online,International
TXN321986,C101789,CARD209571,2025-01-21,Dining,1638.1,Purchase,Approved,POS,Domestic
TXN321987,C103403,CARD211789,2026-02-03,Dining,312.91,Recurring Payment,Approved,Online,Domestic
TXN321988,C103080,CARD209731,2025-01-09,Fuel,2936.8,Recurring Payment,Approved,POS,Domestic
TXN321989,C100863,CARD203435,2025-04-13,Healthcare,8300.24,Purchase,Approved,ATM,Domestic
TXN321990,C100749,CARD205999,2026-04-13,Online Shopping,1101.95,Purchase,Approved,Online,International
TXN321991,C100503,CARD205295,2025-02-02,Healthcare,23072.28,Purchase,Approved,Contactless,International
TXN321992,C102339,CARD200225,2026-08-23,Grocery,740.65,Recurring Payment,Approved,Online,Domestic
TXN321993,C103766,CARD201896,2025-02-03,Grocery,1322.88,Purchase,Approved,POS,Domestic
TXN321994,C109098,CARD208066,2025-06-05,Education,1884.35,Purchase,Approved,Contactless,International
TXN321995,C102925,CARD208882,2025-10-30,Entertainment,274.75,Purchase,Approved,POS,Domestic
TXN321996,C102196,CARD205630,2026-04-06,Fuel,1029.65,Purchase,Approved,Online,Domestic
TXN321997,C108300,CARD211403,2026-06-28,Grocery,2243.12,Recurring Payment,Approved,POS,Domestic
TXN321998,C105149,CARD200268,2025-09-12,Fuel,889.28,Recurring Payment,Approved,Online,Domestic
TXN321999,C105108,CARD209277,2025-02-14,Education,4970.5,Cash Withdrawal,Declined,Online,Domestic
TXN322000,C109335,CARD211740,2026-02-01,Travel,3075.25,Purchase,Approved,Online,International
TXN322001,C100938,CARD210060,2025-08-02,Travel,366.69,Purchase,Approved,Online,Domestic
TXN322002,C104817,CARD206930,2026-07-16,Online Shopping,3615.44,Purchase,Approved,ATM,Domestic
TXN322003,C102158,CARD200977,2026-02-26,Education,3053.92,Purchase,Approved,POS,Domestic
TXN322004,C100036,CARD210914,2026-02-27,Healthcare,1366.47,Purchase,Approved,Contactless,Domestic
TXN322005,C109152,CARD206841,2025-12-16,Electronics,1367.65,Purchase,Approved,Online,International
TXN322006,C107450,CARD201341,2026-05-07,Utilities,5351.63,Purchase,Approved,Online,Domestic
TXN322007,C107260,CARD209451,2025-12-29,Travel,239.75,Purchase,Approved,Online,Domestic
TXN322008,C104390,CARD209726,2025-10-15,Grocery,3885.42,Purchase,Approved,Online,Domestic
TXN322009,C100565,CARD204944,2026-04-26,Healthcare,3492.18,Purchase,Approved,Online,Domestic
TXN322010,C105590,CARD207713,2025-01-14,Travel,5052.88,Purchase,Approved,Contactless,Domestic
TXN322011,C100575,CARD202284,2026-08-31,Fuel,2248.88,Purchase,Approved,POS,Domestic
TXN322012,C102485,CARD209339,2025-03-13,Grocery,5941.16,Purchase,Approved,Contactless,Domestic
TXN322013,C106824,CARD200984,2026-08-12,Electronics,1241.47,Purchase,Approved,Online,Domestic
TXN322014,C102981,CARD202436,2026-05-16,Education,3897.64,Recurring Payment,Approved,Online,Domestic
TXN322015,C101766,CARD201829,2025-07-31,Fuel,1811.39,Cash Withdrawal,Reversed,ATM,Domestic
TXN322016,C100573,CARD201541,2025-07-24,Electronics,829.95,Purchase,Approved,Contactless,Domestic
TXN322017,C103793,CARD206386,2026-01-11,Grocery,1643.93,Purchase,Approved,Online,Domestic
TXN322018,C104631,CARD210475,2026-06-09,Electronics,1194.27,Purchase,Approved,Contactless,Domestic
TXN322019,C107488,CARD206831,2025-10-27,Utilities,5788.57,Cash Withdrawal,Approved,POS,Domestic
TXN322020,C109787,CARD201680,2025-07-04,Travel,3435.92,Purchase,Approved,Online,Domestic
TXN322021,C100338,CARD204347,2025-08-10,Grocery,527.66,Purchase,Approved,Online,Domestic
TXN322022,C103718,CARD207574,2026-05-24,Dining,1486.06,Purchase,Approved,Contactless,Domestic
TXN322023,C105875,CARD210921,2025-05-03,Online Shopping,704.63,Purchase,Approved,POS,Domestic
TXN322024,C107827,CARD210101,2025-02-03,Healthcare,582.69,Purchase,Declined,Online,Domestic
TXN322025,C103328,CARD205660,2025-09-05,Online Shopping,1822.51,Purchase,Declined,Online,Domestic
TXN322026,C107100,CARD208799,2026-08-09,Travel,2241.7,Purchase,Approved,POS,Domestic
TXN322027,C109893,CARD211346,2025-09-09,Fuel,5494.46,Purchase,Approved,Online,Domestic
TXN322028,C101390,CARD204807,2025-09-20,Dining,1096.57,Purchase,Approved,POS,Domestic
TXN322029,C102474,CARD200369,2025-01-02,Dining,3755.54,Recurring Payment,Approved,Online,International
TXN322030,C108115,CARD204674,2026-06-16,Fuel,3226.49,Purchase,Approved,Online,Domestic
TXN322031,C100799,CARD205087,2025-11-23,Grocery,2119.46,Purchase,Approved,ATM,Domestic
TXN322032,C108936,CARD203712,2026-05-19,Travel,1397.07,Purchase,Approved,ATM,Domestic
TXN322033,C108522,CARD201419,2026-07-14,Entertainment,557.47,Purchase,Approved,Contactless,Domestic
TXN322034,C109526,CARD204806,2025-08-13,Grocery,10200.2,Purchase,Approved,Online,Domestic
TXN322035,C101403,CARD201799,2025-01-30,Dining,2398.49,Purchase,Approved,Contactless,Domestic
TXN322036,C102267,CARD206134,2025-04-30,Education,4342.5,Purchase,Approved,Contactless,Domestic
TXN322037,C100012,CARD201815,2026-08-22,Entertainment,1751.68,Purchase,Approved,Online,Domestic
TXN322038,C101260,CARD206969,2026-03-11,Online Shopping,2247.32,Purchase,Approved,POS,Domestic
TXN322039,C107090,CARD207549,2026-07-15,Education,1448.48,Purchase,Approved,Contactless,Domestic
TXN322040,C101418,CARD211874,2025-08-16,Online Shopping,742.6,Recurring Payment,Approved,POS,Domestic
TXN322041,C107052,CARD208525,2025-11-04,Utilities,1816.51,Purchase,Approved,POS,Domestic
TXN322042,C108116,CARD201290,2026-03-06,Education,1747.56,Purchase,Approved,ATM,Domestic
TXN322043,C105994,CARD202836,2025-07-08,Grocery,529.58,Purchase,Approved,POS,International
TXN322044,C104882,CARD204828,2026-04-10,Electronics,5765.03,Purchase,Declined,POS,Domestic
TXN322045,C102698,CARD205074,2025-05-23,Dining,310.93,Purchase,Approved,Online,Domestic
TXN322046,C105657,CARD204610,2026-06-26,Utilities,2151.22,Purchase,Approved,Online,Domestic
TXN322047,C108503,CARD208435,2026-05-29,Grocery,2945.09,Cash Withdrawal,Approved,ATM,Domestic
TXN322048,C101008,CARD201069,2025-05-03,Entertainment,1200.03,Purchase,Approved,POS,Domestic
TXN322049,C109934,CARD200183,2026-01-15,Electronics,1402.25,Purchase,Approved,Online,Domestic
TXN322050,C104981,CARD206250,2025-05-15,Healthcare,2025.51,Purchase,Approved,POS,Domestic
TXN322051,C106307,CARD210323,2025-03-07,Entertainment,16959.91,Purchase,Declined,Contactless,Domestic
TXN322052,C101950,CARD206808,2025-11-23,Electronics,1322.15,Purchase,Approved,POS,Domestic
TXN322053,C100248,CARD208094,2025-11-18,Grocery,849.45,Purchase,Approved,Contactless,Domestic
TXN322054,C104706,CARD209039,2026-06-28,Grocery,1403.99,Purchase,Approved,POS,Domestic
TXN322055,C105345,CARD208563,2025-12-23,Education,809.86,Purchase,Approved,Contactless,Domestic
TXN322056,C106346,CARD208289,2026-05-28,Utilities,152.52,Purchase,Approved,POS,International
TXN322057,C102378,CARD202664,2025-05-25,Fuel,568.28,Purchase,Approved,POS,Domestic
TXN322058,C109388,CARD211162,2025-09-24,Utilities,1895.06,Recurring Payment,Approved,Online,Domestic
TXN322059,C103430,CARD200335,2026-02-15,Travel,6482.66,Purchase,Approved,ATM,Domestic
TXN322060,C108611,CARD207821,2025-12-07,Entertainment,1465.62,Purchase,Approved,Contactless,Domestic
TXN322061,C103673,CARD203663,2025-12-01,Entertainment,1138.6,Purchase,Approved,Online,Domestic
TXN322062,C106169,CARD203721,2025-07-04,Grocery,1033.41,Purchase,Approved,Contactless,Domestic
TXN322063,C101750,CARD211943,2025-06-22,Entertainment,5781.24,Recurring Payment,Approved,POS,Domestic
TXN322064,C101825,CARD202077,2025-05-12,Healthcare,5419.48,Purchase,Approved,POS,Domestic
TXN322065,C105185,CARD209617,2025-04-19,Dining,372.51,Purchase,Approved,POS,Domestic
TXN322066,C100980,CARD200435,2026-08-25,Electronics,675.39,Purchase,Approved,Online,Domestic
TXN322067,C102529,CARD206882,2025-06-09,Dining,636.69,Purchase,Declined,POS,Domestic
TXN322068,C103640,CARD201064,2025-12-13,Healthcare,1511.38,Recurring Payment,Approved,Contactless,Domestic
TXN322069,C109032,CARD207930,2025-12-05,Electronics,601.92,Purchase,Approved,POS,Domestic
TXN322070,C104976,CARD203237,2026-03-27,Utilities,1145.81,Purchase,Approved,Online,Domestic
TXN322071,C100433,CARD201334,2025-09-26,Online Shopping,696.43,Purchase,Approved,POS,Domestic
TXN322072,C104990,CARD210773,2026-03-17,Dining,648.41,Purchase,Approved,POS,Domestic
TXN322073,C102955,CARD202622,2026-01-10,Fuel,8501.3,Purchase,Approved,Online,Domestic
TXN322074,C106625,CARD208965,2025-08-30,Dining,157.23,Purchase,Approved,POS,Domestic
TXN322075,C100355,CARD201470,2025-12-21,Online Shopping,3375.7,Purchase,Approved,Contactless,Domestic
TXN322076,C107713,CARD208204,2025-07-14,Online Shopping,1325.06,Cash Withdrawal,Approved,Online,Domestic
TXN322077,C109121,CARD202477,2026-01-06,Education,1814.51,Purchase,Approved,Online,Domestic
TXN322078,C106618,CARD201897,2025-05-17,Electronics,1240.05,Purchase,Approved,Online,Domestic
TXN322079,C107998,CARD200319,2025-04-17,Grocery,7222.99,Recurring Payment,Approved,Online,Domestic
TXN322080,C108926,CARD210572,2026-07-22,Utilities,3179.03,Purchase,Approved,POS,Domestic
TXN322081,C105251,CARD202699,2026-01-05,Entertainment,2385.28,Purchase,Approved,Online,Domestic
TXN322082,C100744,CARD200238,2026-01-18,Grocery,10811.37,Recurring Payment,Approved,POS,Domestic
TXN322083,C100234,CARD209409,2025-12-20,Healthcare,1143.84,Purchase,Declined,Online,Domestic
TXN322084,C109605,CARD200066,2025-09-10,Electronics,1822.69,Purchase,Approved,Contactless,Domestic
TXN322085,C104059,CARD205844,2025-05-26,Fuel,1784.99,Recurring Payment,Approved,POS,Domestic
TXN322086,C103464,CARD205897,2025-10-31,Online Shopping,509.98,Purchase,Approved,ATM,Domestic
TXN322087,C100099,CARD207898,2026-08-18,Education,2853.19,Purchase,Approved,Online,Domestic
TXN322088,C106479,CARD211316,2026-08-12,Dining,2816.98,Purchase,Approved,Online,Domestic
TXN322089,C104765,CARD201579,2025-07-27,Healthcare,3844.88,Purchase,Approved,ATM,Domestic
TXN322090,C103806,CARD210345,2025-05-30,Education,3378.7,Purchase,Approved,POS,Domestic
TXN322091,C104989,CARD204760,2025-01-13,Grocery,1181.46,Recurring Payment,Approved,Online,Domestic
TXN322092,C107993,CARD203659,2026-03-29,Grocery,1456.02,Purchase,Approved,Online,Domestic
TXN322093,C109206,CARD205293,2026-04-16,Dining,1026.12,Purchase,Approved,Contactless,Domestic
TXN322094,C101842,CARD208238,2026-07-14,Travel,9146.9,Purchase,Approved,POS,Domestic
TXN322095,C103247,CARD201137,2026-05-06,Entertainment,995.24,Purchase,Approved,Online,Domestic
TXN322096,C104996,CARD204097,2025-02-13,Utilities,2118.3,Purchase,Approved,POS,Domestic
TXN322097,C105489,CARD202503,2026-07-13,Healthcare,2002.73,Purchase,Approved,Online,Domestic
TXN322098,C105422,CARD206874,2026-06-22,Education,206.33,Purchase,Approved,Online,International
TXN322099,C102963,CARD204353,2026-06-15,Travel,222.72,Purchase,Approved,Online,Domestic
TXN322100,C101428,CARD202569,2025-04-19,Fuel,7570.06,Purchase,Approved,ATM,Domestic
TXN322101,C109242,CARD211271,2025-06-17,Travel,789.86,Purchase,Approved,Online,Domestic
TXN322102,C107669,CARD203482,2025-04-15,Online Shopping,2936.22,Purchase,Approved,Online,Domestic
TXN322103,C107863,CARD206616,2025-05-19,Healthcare,1477.83,Purchase,Approved,POS,Domestic
TXN322104,C103197,CARD202315,2026-02-19,Travel,682.6,Recurring Payment,Declined,Contactless,Domestic
TXN322105,C106332,CARD205194,2025-03-22,Entertainment,1125.53,Purchase,Approved,POS,Domestic
TXN322106,C109573,CARD201467,2026-01-06,Grocery,3971.12,Purchase,Approved,Contactless,Domestic
TXN322107,C105409,CARD205902,2026-03-26,Online Shopping,1572.14,Purchase,Approved,Online,Domestic
TXN322108,C101409,CARD207018,2026-02-11,Fuel,32536.0,Purchase,Declined,Online,Domestic
TXN322109,C102954,CARD206777,2026-03-31,Travel,776.79,Purchase,Approved,Contactless,Domestic
TXN322110,C105890,CARD200532,2025-05-19,Dining,3255.52,Purchase,Approved,Online,Domestic
TXN322111,C107128,CARD204847,2025-12-17,Healthcare,2637.03,Purchase,Declined,POS,Domestic
TXN322112,C100087,CARD200825,2025-11-10,Grocery,719.56,Purchase,Approved,ATM,Domestic
TXN322113,C105209,CARD211387,2026-06-26,Education,818.56,Purchase,Approved,Online,Domestic
TXN322114,C106812,CARD209782,2026-07-02,Fuel,536.18,Purchase,Approved,Online,Domestic
TXN322115,C101475,CARD208765,2026-05-21,Travel,508.41,Purchase,Approved,POS,Domestic
TXN322116,C100389,CARD210029,2025-03-16,Utilities,572.22,Purchase,Approved,Online,Domestic
TXN322117,C107750,CARD202133,2025-07-22,Education,1456.0,Purchase,Approved,Contactless,Domestic
TXN322118,C109392,CARD200691,2025-10-23,Electronics,179.76,Purchase,Approved,Online,Domestic
TXN322119,C104455,CARD209986,2026-04-13,Education,661.33,Purchase,Approved,Contactless,Domestic
TXN322120,C101173,CARD203309,2026-03-17,Fuel,1510.81,Purchase,Approved,POS,Domestic
TXN322121,C106546,CARD203234,2026-04-20,Fuel,1362.82,Purchase,Approved,POS,Domestic
TXN322122,C106000,CARD200224,2025-10-26,Fuel,1146.18,Purchase,Approved,Online,Domestic
TXN322123,C100713,CARD202312,2026-05-16,Travel,1585.01,Purchase,Approved,Online,Domestic
TXN322124,C102095,CARD207234,2025-11-11,Grocery,553.65,Purchase,Declined,ATM,Domestic
TXN322125,C109836,CARD201491,2026-07-30,Fuel,1254.48,Purchase,Approved,ATM,Domestic
TXN322126,C105620,CARD204677,2026-04-22,Travel,8053.16,Purchase,Declined,Contactless,Domestic
TXN322127,C107106,CARD207624,2025-03-31,Utilities,2410.43,Purchase,Approved,Online,Domestic
TXN322128,C100786,CARD202054,2025-07-06,Electronics,664.42,Purchase,Approved,POS,Domestic
TXN322129,C108191,CARD210886,2025-06-03,Education,940.19,Purchase,Approved,Contactless,Domestic
TXN322130,C107747,CARD210580,2025-02-15,Utilities,3254.56,Cash Withdrawal,Approved,Contactless,Domestic
TXN322131,C108909,CARD202594,2025-05-11,Dining,1419.48,Purchase,Approved,Online,Domestic
TXN322132,C106763,CARD207408,2025-02-25,Utilities,856.34,Purchase,Approved,Online,Domestic
TXN322133,C109390,CARD207685,2026-03-02,Online Shopping,1366.12,Purchase,Approved,Online,Domestic
TXN322134,C105568,CARD211536,2026-03-26,Education,1367.23,Purchase,Approved,POS,Domestic
TXN322135,C104109,CARD200960,2026-04-21,Fuel,1245.46,Purchase,Approved,Contactless,International
TXN322136,C106597,CARD209229,2026-04-05,Entertainment,878.65,Purchase,Reversed,Online,Domestic
TXN322137,C105345,CARD208563,2025-08-30,Fuel,479.39,Purchase,Approved,Online,Domestic
TXN322138,C103349,CARD201739,2025-12-13,Entertainment,1308.42,Purchase,Approved,POS,Domestic
TXN322139,C107326,CARD203407,2025-12-27,Entertainment,1969.42,Recurring Payment,Approved,Contactless,International
TXN322140,C108407,CARD205123,2026-03-19,Healthcare,1717.63,Purchase,Approved,POS,Domestic
TXN322141,C101495,CARD210254,2026-02-23,Healthcare,1114.33,Purchase,Approved,Online,Domestic
TXN322142,C104391,CARD205353,2025-12-20,Electronics,5366.05,Purchase,Approved,Contactless,Domestic
TXN322143,C101344,CARD204378,2026-03-18,Healthcare,548.62,Purchase,Approved,Online,Domestic
TXN322144,C109157,CARD206146,2025-03-15,Healthcare,351.62,Recurring Payment,Approved,Online,Domestic
TXN322145,C105119,CARD200311,2026-07-01,Dining,247.51,Purchase,Declined,POS,Domestic
TXN322146,C107653,CARD208117,2025-09-27,Education,387.38,Purchase,Approved,POS,Domestic
TXN322147,C105770,CARD209623,2025-03-24,Education,2952.53,Purchase,Approved,POS,Domestic
TXN322148,C104629,CARD210924,2025-11-14,Electronics,1084.21,Purchase,Approved,Contactless,Domestic
TXN322149,C103614,CARD208271,2026-06-24,Healthcare,1114.42,Purchase,Approved,POS,Domestic
TXN322150,C105567,CARD207670,2026-04-21,Healthcare,1327.89,Purchase,Approved,Online,Domestic
TXN322151,C100986,CARD206820,2026-03-20,Grocery,797.14,Purchase,Approved,Online,Domestic
TXN322152,C101185,CARD204285,2025-10-05,Grocery,758.58,Recurring Payment,Approved,Contactless,Domestic
TXN322153,C109295,CARD205648,2025-12-11,Healthcare,2340.01,Purchase,Approved,ATM,Domestic
TXN322154,C106266,CARD209521,2026-03-15,Entertainment,1130.53,Purchase,Approved,POS,Domestic
TXN322155,C106122,CARD205516,2026-07-19,Healthcare,536.79,Purchase,Approved,Online,Domestic
TXN322156,C105563,CARD211999,2026-03-30,Fuel,997.16,Purchase,Approved,Online,Domestic
TXN322157,C104626,CARD210187,2025-10-19,Entertainment,2788.75,Purchase,Approved,Online,Domestic
TXN322158,C105805,CARD211090,2025-12-02,Entertainment,1562.44,Purchase,Approved,ATM,Domestic
TXN322159,C106229,CARD203202,2025-07-19,Entertainment,4413.7,Recurring Payment,Approved,POS,Domestic
TXN322160,C101272,CARD205078,2026-02-12,Grocery,2212.61,Purchase,Approved,POS,Domestic
TXN322161,C108660,CARD201127,2025-06-11,Entertainment,1270.15,Purchase,Approved,POS,Domestic
TXN322162,C103718,CARD207574,2025-08-24,Entertainment,1891.32,Purchase,Approved,Online,Domestic
TXN322163,C106904,CARD203199,2026-03-11,Online Shopping,926.91,Purchase,Approved,Contactless,Domestic
TXN322164,C102536,CARD207893,2025-06-20,Entertainment,1682.51,Cash Withdrawal,Approved,Online,Domestic
TXN322165,C103253,CARD208702,2025-03-12,Education,2032.95,Purchase,Approved,ATM,Domestic
TXN322166,C102938,CARD207102,2026-05-03,Online Shopping,804.42,Purchase,Approved,POS,Domestic
TXN322167,C100507,CARD207789,2025-09-16,Dining,1631.57,Purchase,Approved,Contactless,Domestic
TXN322168,C104552,CARD204119,2026-08-20,Healthcare,4747.39,Purchase,Approved,ATM,Domestic
TXN322169,C109135,CARD201730,2025-01-02,Grocery,1619.62,Purchase,Approved,POS,Domestic
TXN322170,C100817,CARD206967,2026-07-30,Utilities,950.61,Recurring Payment,Approved,POS,Domestic
TXN322171,C107731,CARD201511,2026-07-21,Grocery,6457.06,Purchase,Approved,Online,Domestic
TXN322172,C102150,CARD204691,2026-03-05,Fuel,1363.12,Purchase,Approved,Online,Domestic
TXN322173,C102403,CARD200616,2025-02-12,Utilities,9425.3,Purchase,Approved,ATM,Domestic
TXN322174,C103854,CARD200344,2025-06-13,Grocery,2005.3,Purchase,Approved,Online,Domestic
TXN322175,C101929,CARD202783,2025-03-27,Entertainment,1598.09,Purchase,Approved,POS,Domestic
TXN322176,C106709,CARD205051,2025-09-26,Healthcare,2214.02,Purchase,Approved,POS,Domestic
TXN322177,C109169,CARD206265,2025-08-09,Travel,5737.96,Purchase,Approved,Contactless,Domestic
TXN322178,C105528,CARD204362,2025-10-24,Dining,388.88,Purchase,Approved,Contactless,Domestic
TXN322179,C108825,CARD207636,2026-03-22,Education,165.56,Purchase,Approved,Online,Domestic
TXN322180,C106953,CARD207755,2026-06-29,Healthcare,335.66,Purchase,Declined,POS,Domestic
TXN322181,C107025,CARD204726,2026-02-11,Healthcare,777.86,Cash Withdrawal,Approved,POS,Domestic
TXN322182,C107657,CARD211977,2025-08-04,Travel,1300.06,Purchase,Approved,Contactless,Domestic
TXN322183,C100047,CARD208530,2025-11-18,Dining,2299.08,Purchase,Approved,Online,Domestic
TXN322184,C107545,CARD205130,2025-10-04,Grocery,630.97,Purchase,Declined,Online,Domestic
TXN322185,C103146,CARD200149,2026-05-09,Education,1301.14,Purchase,Approved,Contactless,Domestic
TXN322186,C100961,CARD206283,2025-12-17,Dining,1855.46,Purchase,Approved,Contactless,International
TXN322187,C102100,CARD203332,2026-01-20,Online Shopping,1175.2,Purchase,Approved,Contactless,Domestic
TXN322188,C100767,CARD207660,2026-05-18,Online Shopping,1238.22,Purchase,Approved,POS,Domestic
TXN322189,C109834,CARD205460,2026-05-12,Online Shopping,1135.02,Purchase,Approved,POS,Domestic
TXN322190,C103489,CARD205858,2026-04-12,Online Shopping,15204.39,Purchase,Approved,POS,Domestic
TXN322191,C109140,CARD203136,2026-05-09,Travel,1137.27,Purchase,Approved,Online,International
