Card_ID,Customer_ID,Card_Type,Credit_Limit,Annual_Fee,Card_Status,Account_Open_Date
CARD204697,C105525,Blue,500000,0,Closed,2017-05-30
CARD204698,C100607,Premium,75000,0,Blocked,2018-08-19
CARD204699,C101580,Blue,200000,500,Blocked,2018-11-29
CARD204700,C109067,Platinum,300000,0,Active,2025-07-02
CARD204701,C100298,Platinum,75000,5000,Active,2018-04-29
CARD204702,C104271,Blue,75000,0,Active,2019-04-28
CARD204703,C102918,Blue,200000,1000,Active,2023-07-15
CARD204704,C105466,Gold,500000,0,Active,2019-04-15
CARD204705,C105047,Blue,150000,500,Active,2019-12-01
CARD204706,C107065,Platinum,100000,0,Active,2019-09-06
CARD204707,C108773,Gold,50000,0,Active,2024-10-15
CARD204708,C109141,Blue,200000,0,Blocked,2024-11-22
CARD204709,C106754,Gold,75000,1000,Active,2019-09-02
CARD204710,C108390,Blue,75000,0,Active,2017-12-06
CARD204711,C107980,Gold,75000,500,Active,2023-01-07
CARD204712,C104606,Gold,150000,0,Inactive,2020-12-21
CARD204713,C102141,Gold,100000,1000,Active,2020-07-08
CARD204714,C108868,Platinum,200000,0,Active,2024-05-03
CARD204715,C103935,Gold,50000,1000,Active,2022-05-22
CARD204716,C107555,Platinum,150000,1000,Inactive,2017-05-03
CARD204717,C104365,Platinum,300000,0,Active,2022-12-03
CARD204718,C103895,Premium,300000,1000,Active,2021-11-16
CARD204719,C104398,Blue,75000,0,Active,2018-01-23
CARD204720,C108680,Gold,150000,0,Active,2017-03-09
CARD204721,C107885,Platinum,500000,0,Active,2017-12-21
CARD204722,C107483,Platinum,200000,5000,Active,2021-11-09
CARD204723,C100261,Platinum,300000,0,Active,2026-04-23
CARD204724,C101623,Gold,300000,2500,Active,2024-03-20
CARD204725,C107967,Gold,50000,500,Active,2024-07-30
CARD204726,C107025,Blue,75000,2500,Active,2023-05-14
CARD204727,C106358,Blue,200000,2500,Active,2025-09-03
CARD204728,C109741,Gold,200000,0,Active,2017-06-05
CARD204729,C106429,Blue,50000,500,Active,2017-02-05
CARD204730,C100550,Blue,300000,0,Active,2018-09-25
CARD204731,C105646,Blue,100000,500,Active,2024-06-09
CARD204732,C104871,Platinum,300000,5000,Active,2018-01-15
CARD204733,C103658,Platinum,50000,500,Blocked,2017-07-07
CARD204734,C105202,Gold,150000,0,Active,2020-11-19
CARD204735,C103550,Platinum,500000,500,Active,2020-07-07
CARD204736,C103593,Platinum,150000,1000,Inactive,2021-12-26
CARD204737,C103932,Blue,50000,500,Closed,2021-05-15
CARD204738,C107153,Platinum,50000,500,Active,2019-11-05
CARD204739,C106980,Blue,150000,2500,Active,2022-07-15
CARD204740,C103468,Blue,200000,500,Active,2023-03-17
CARD204741,C108000,Gold,200000,2500,Active,2019-01-10
CARD204742,C105756,Gold,150000,2500,Active,2017-04-18
CARD204743,C105297,Gold,100000,2500,Active,2017-01-16
CARD204744,C101441,Blue,50000,2500,Active,2018-01-17
CARD204745,C105596,Gold,150000,1000,Active,2021-02-23
CARD204746,C101377,Platinum,150000,500,Inactive,2017-10-22
CARD204747,C106343,Platinum,75000,2500,Active,2017-08-04
CARD204748,C107806,Blue,500000,1000,Inactive,2022-07-13
CARD204749,C105936,Platinum,150000,500,Inactive,2024-09-11
CARD204750,C106773,Gold,200000,0,Active,2017-05-08
CARD204751,C109835,Platinum,150000,500,Inactive,2017-04-05
CARD204752,C101543,Blue,75000,2500,Active,2019-04-30
CARD204753,C105175,Premium,300000,0,Active,2024-03-19
CARD204754,C109700,Blue,150000,1000,Active,2026-03-07
CARD204755,C108236,Gold,150000,500,Closed,2021-03-29
CARD204756,C102207,Platinum,150000,0,Active,2019-10-25
CARD204757,C105332,Gold,200000,1000,Active,2017-05-25
CARD204758,C100235,Gold,300000,5000,Blocked,2019-04-26
CARD204759,C102966,Gold,100000,0,Active,2020-02-16
CARD204760,C104989,Gold,300000,1000,Active,2022-02-25
CARD204761,C106500,Blue,50000,0,Closed,2017-04-12
CARD204762,C101385,Gold,100000,0,Inactive,2017-01-21
CARD204763,C106442,Gold,300000,0,Active,2017-09-27
CARD204764,C107745,Blue,150000,0,Active,2018-05-09
CARD204765,C104420,Blue,50000,0,Blocked,2021-08-29
CARD204766,C100224,Blue,100000,1000,Blocked,2024-07-14
CARD204767,C101707,Gold,200000,2500,Active,2020-05-12
CARD204768,C104911,Blue,100000,0,Active,2019-02-10
CARD204769,C109860,Blue,75000,0,Active,2025-07-18
CARD204770,C100695,Gold,200000,0,Active,2018-05-24
CARD204771,C108888,Platinum,75000,500,Active,2022-02-19
CARD204772,C100640,Blue,75000,500,Active,2017-10-15
CARD204773,C106961,Blue,150000,5000,Active,2022-11-19
CARD204774,C107662,Gold,150000,0,Active,2021-03-01
CARD204775,C106615,Gold,50000,500,Closed,2023-07-24
CARD204776,C107874,Premium,150000,2500,Active,2025-05-22
CARD204777,C104694,Platinum,50000,1000,Active,2025-07-10
CARD204778,C103874,Gold,300000,1000,Active,2019-06-27
CARD204779,C108512,Blue,200000,1000,Active,2017-01-15
CARD204780,C107901,Blue,200000,2500,Closed,2021-12-18
CARD204781,C101097,Platinum,200000,500,Blocked,2018-11-25
CARD204782,C105870,Gold,75000,500,Active,2024-02-10
CARD204783,C105060,Blue,50000,0,Active,2024-08-29
CARD204784,C108004,Gold,100000,5000,Active,2017-12-07
CARD204785,C101190,Gold,150000,5000,Active,2017-01-19
CARD204786,C107782,Blue,500000,1000,Active,2022-12-18
CARD204787,C103943,Blue,75000,500,Active,2017-08-18
CARD204788,C101318,Gold,300000,1000,Active,2017-09-04
CARD204789,C100086,Gold,50000,0,Inactive,2024-11-03
CARD204790,C102919,Gold,100000,1000,Active,2019-05-05
CARD204791,C101025,Premium,100000,1000,Active,2024-03-21
CARD204792,C107647,Blue,100000,1000,Active,2024-02-23
CARD204793,C105095,Gold,200000,0,Blocked,2021-09-04
CARD204794,C102099,Gold,100000,0,Active,2018-09-16
CARD204795,C107727,Gold,200000,0,Closed,2017-04-21
CARD204796,C105366,Platinum,300000,1000,Active,2026-04-23
CARD204797,C106925,Blue,150000,500,Active,2021-12-25
CARD204798,C108771,Platinum,100000,2500,Active,2021-02-06
CARD204799,C105530,Blue,50000,5000,Active,2023-04-28
CARD204800,C105754,Blue,200000,500,Active,2020-01-18
CARD204801,C104527,Platinum,500000,500,Active,2017-04-17
CARD204802,C108328,Blue,75000,1000,Active,2020-11-29
CARD204803,C100134,Platinum,300000,500,Active,2020-10-26
CARD204804,C102700,Platinum,500000,500,Closed,2017-10-08
CARD204805,C106634,Gold,150000,0,Active,2020-07-27
CARD204806,C109526,Blue,150000,500,Closed,2018-02-21
CARD204807,C101390,Gold,200000,5000,Active,2023-09-15
CARD204808,C105485,Platinum,500000,1000,Active,2020-07-07
CARD204809,C104150,Blue,150000,5000,Active,2018-11-19
CARD204810,C107826,Gold,50000,500,Active,2024-02-16
CARD204811,C105367,Blue,200000,0,Active,2019-10-19
CARD204812,C100955,Blue,100000,0,Active,2017-01-07
CARD204813,C101541,Gold,150000,1000,Active,2019-10-30
CARD204814,C108192,Blue,150000,2500,Inactive,2018-06-06
CARD204815,C103837,Platinum,100000,5000,Active,2023-06-27
CARD204816,C101269,Gold,50000,0,Active,2018-02-14
CARD204817,C107889,Platinum,150000,0,Active,2018-09-12
CARD204818,C101160,Gold,100000,500,Active,2021-04-03
CARD204819,C103409,Premium,500000,500,Inactive,2022-10-14
CARD204820,C106774,Blue,50000,1000,Active,2020-11-23
CARD204821,C109561,Platinum,300000,1000,Active,2025-02-27
CARD204822,C100347,Blue,100000,1000,Closed,2022-10-17
CARD204823,C108570,Platinum,75000,5000,Active,2026-01-21
CARD204824,C101524,Platinum,100000,2500,Blocked,2020-01-16
CARD204825,C108657,Platinum,50000,500,Active,2021-12-02
CARD204826,C105510,Blue,150000,0,Active,2018-08-23
CARD204827,C103458,Blue,300000,2500,Blocked,2026-04-15
CARD204828,C104882,Platinum,200000,0,Inactive,2023-01-02
CARD204829,C101648,Gold,100000,500,Active,2022-09-05
CARD204830,C106854,Gold,100000,500,Active,2023-05-01
CARD204831,C106919,Gold,100000,0,Active,2025-08-20
CARD204832,C108163,Blue,75000,500,Active,2022-05-30
CARD204833,C100971,Gold,75000,0,Active,2024-04-08
CARD204834,C108984,Gold,200000,1000,Active,2022-11-10
CARD204835,C101266,Premium,150000,0,Active,2020-12-30
CARD204836,C104997,Gold,100000,5000,Active,2020-08-25
CARD204837,C101886,Premium,75000,1000,Active,2023-11-09
CARD204838,C109979,Blue,200000,0,Active,2018-05-05
CARD204839,C102161,Gold,50000,2500,Closed,2018-11-06
CARD204840,C101119,Platinum,75000,5000,Active,2025-09-24
CARD204841,C108557,Gold,100000,0,Active,2018-01-25
CARD204842,C100732,Gold,300000,500,Closed,2017-11-22
CARD204843,C102827,Blue,200000,2500,Active,2025-05-06
CARD204844,C104356,Blue,50000,0,Active,2024-06-02
CARD204845,C100273,Gold,150000,2500,Active,2025-04-13
CARD204846,C108192,Gold,200000,0,Active,2021-05-11
CARD204847,C107128,Platinum,150000,0,Inactive,2023-09-22
CARD204848,C107954,Platinum,100000,1000,Active,2021-11-18
CARD204849,C100441,Gold,300000,0,Inactive,2025-04-06
CARD204850,C107981,Gold,200000,2500,Active,2019-05-13
CARD204851,C108760,Gold,150000,1000,Active,2025-01-06
CARD204852,C108906,Gold,75000,5000,Active,2024-09-22
CARD204853,C108589,Gold,75000,0,Active,2025-05-27
CARD204854,C106510,Gold,75000,0,Active,2024-09-03
CARD204855,C101964,Blue,150000,500,Active,2018-06-07
CARD204856,C109221,Premium,150000,1000,Active,2023-04-30
CARD204857,C107464,Blue,150000,500,Active,2024-01-20
CARD204858,C101214,Blue,75000,0,Active,2019-10-13
CARD204859,C105214,Premium,150000,0,Active,2021-08-10
CARD204860,C101748,Gold,150000,500,Active,2019-11-18
CARD204861,C107184,Platinum,300000,0,Blocked,2018-09-01
CARD204862,C107522,Gold,75000,0,Blocked,2023-06-18
CARD204863,C101862,Gold,75000,0,Active,2024-01-19
CARD204864,C101426,Platinum,500000,1000,Closed,2017-03-15
CARD204865,C109062,Gold,50000,2500,Active,2020-04-28
CARD204866,C100603,Platinum,100000,0,Active,2026-04-13
CARD204867,C101172,Gold,300000,500,Active,2017-06-29
CARD204868,C109496,Gold,150000,1000,Inactive,2017-06-15
CARD204869,C107481,Platinum,150000,2500,Active,2021-02-10
CARD204870,C101043,Gold,75000,0,Blocked,2021-05-30
CARD204871,C104124,Blue,200000,2500,Active,2020-03-07
CARD204872,C105203,Blue,500000,500,Active,2024-10-16
CARD204873,C107563,Gold,100000,1000,Active,2020-02-11
CARD204874,C103248,Gold,300000,500,Active,2022-06-28
CARD204875,C105055,Premium,50000,1000,Inactive,2017-10-29
CARD204876,C104641,Platinum,200000,1000,Active,2021-02-20
CARD204877,C105146,Gold,500000,500,Active,2018-02-10
CARD204878,C109027,Blue,300000,5000,Active,2020-05-05
CARD204879,C105050,Platinum,50000,5000,Active,2020-01-03
CARD204880,C104908,Gold,150000,500,Active,2018-12-19
CARD204881,C105263,Platinum,50000,0,Active,2022-11-07
CARD204882,C109129,Gold,50000,0,Active,2024-02-28
CARD204883,C103354,Gold,50000,0,Blocked,2022-12-17
CARD204884,C109246,Gold,75000,1000,Active,2023-06-24
CARD204885,C107379,Gold,150000,0,Active,2023-10-03
CARD204886,C108523,Gold,200000,1000,Active,2024-09-30
CARD204887,C100834,Blue,75000,1000,Active,2018-04-11
CARD204888,C108036,Blue,50000,0,Blocked,2024-02-17
CARD204889,C105858,Blue,100000,500,Active,2018-05-05
CARD204890,C109637,Gold,100000,0,Active,2018-02-26
CARD204891,C104419,Blue,100000,0,Active,2023-03-14
CARD204892,C103161,Gold,150000,500,Active,2017-02-17
CARD204893,C101569,Gold,500000,0,Active,2019-01-15
CARD204894,C108869,Gold,100000,0,Active,2018-10-15
CARD204895,C106030,Gold,150000,500,Inactive,2026-01-10
CARD204896,C101277,Platinum,200000,0,Active,2017-03-10
CARD204897,C102887,Blue,100000,1000,Active,2022-01-28
CARD204898,C102763,Blue,50000,1000,Active,2025-03-05
CARD204899,C106363,Gold,100000,0,Active,2025-08-28
CARD204900,C106878,Blue,200000,0,Active,2020-03-29
CARD204901,C106780,Gold,75000,0,Active,2018-02-11
CARD204902,C108171,Platinum,150000,1000,Active,2025-10-15
CARD204903,C109174,Blue,50000,0,Active,2019-07-11
CARD204904,C107489,Blue,150000,500,Active,2018-03-17
CARD204905,C104756,Platinum,150000,1000,Active,2019-03-09
CARD204906,C102392,Gold,200000,500,Blocked,2023-03-10
CARD204907,C104476,Premium,50000,0,Active,2019-12-26
CARD204908,C103415,Blue,500000,500,Active,2017-10-16
CARD204909,C102188,Platinum,150000,5000,Active,2024-03-05
CARD204910,C107942,Platinum,150000,0,Active,2023-07-16
CARD204911,C103361,Premium,200000,500,Active,2020-10-08
CARD204912,C107560,Blue,50000,500,Active,2017-03-02
CARD204913,C102749,Gold,75000,0,Active,2022-11-12
CARD204914,C108575,Gold,75000,1000,Closed,2017-10-18
CARD204915,C102711,Gold,75000,500,Active,2018-04-04
CARD204916,C109454,Blue,50000,500,Active,2019-06-09
CARD204917,C106477,Gold,300000,0,Active,2017-11-07
CARD204918,C100417,Blue,100000,500,Inactive,2022-03-26
CARD204919,C108321,Blue,50000,5000,Active,2025-10-03
CARD204920,C102615,Platinum,200000,2500,Active,2021-09-27
CARD204921,C103294,Gold,100000,0,Active,2020-05-10
CARD204922,C105057,Platinum,75000,1000,Active,2022-12-06
CARD204923,C106147,Blue,300000,500,Active,2020-06-03
CARD204924,C101873,Platinum,200000,1000,Active,2024-07-21
CARD204925,C107316,Blue,150000,5000,Active,2017-04-18
CARD204926,C105051,Blue,100000,0,Inactive,2017-10-03
CARD204927,C103703,Platinum,50000,1000,Active,2020-08-07
CARD204928,C109045,Blue,100000,0,Active,2022-01-05
CARD204929,C106621,Gold,100000,500,Active,2021-07-23
CARD204930,C104326,Premium,150000,500,Active,2019-06-28
CARD204931,C109962,Blue,100000,0,Active,2024-02-27
CARD204932,C102473,Premium,150000,0,Inactive,2021-08-18
CARD204933,C102351,Blue,150000,1000,Active,2026-02-18
CARD204934,C107021,Blue,50000,0,Active,2017-09-29
CARD204935,C105282,Gold,75000,1000,Active,2023-08-01
CARD204936,C107618,Blue,100000,1000,Active,2020-12-25
CARD204937,C108338,Platinum,300000,500,Active,2019-05-24
CARD204938,C103087,Platinum,300000,1000,Blocked,2020-05-01
CARD204939,C100310,Gold,150000,500,Active,2023-04-28
CARD204940,C106418,Gold,150000,500,Active,2025-07-28
CARD204941,C108382,Gold,150000,500,Active,2024-05-27
CARD204942,C105635,Gold,100000,5000,Active,2017-10-31
CARD204943,C100084,Gold,100000,0,Active,2020-11-01
CARD204944,C100565,Gold,150000,0,Active,2017-12-10
CARD204945,C105997,Blue,300000,0,Active,2019-12-13
CARD204946,C103653,Gold,100000,2500,Blocked,2021-03-24
CARD204947,C106419,Gold,75000,500,Active,2020-11-12
CARD204948,C107953,Blue,75000,1000,Active,2025-11-11
CARD204949,C103208,Gold,100000,0,Active,2025-12-26
CARD204950,C102658,Blue,150000,0,Active,2024-04-11
CARD204951,C104577,Blue,500000,1000,Active,2017-04-06
CARD204952,C101932,Blue,75000,1000,Active,2019-12-28
CARD204953,C102894,Blue,50000,500,Active,2017-09-12
CARD204954,C106650,Blue,75000,1000,Active,2023-08-28
CARD204955,C109758,Blue,150000,2500,Active,2019-06-05
CARD204956,C104870,Platinum,500000,0,Active,2017-09-27
CARD204957,C101888,Blue,150000,0,Active,2021-01-20
CARD204958,C105180,Gold,200000,1000,Active,2026-02-24
CARD204959,C101373,Gold,150000,2500,Active,2019-04-10
CARD204960,C107656,Platinum,500000,2500,Active,2018-09-07
CARD204961,C109870,Blue,150000,1000,Active,2023-05-12
CARD204962,C109521,Platinum,150000,500,Active,2018-07-15
CARD204963,C109730,Blue,500000,0,Active,2020-02-23
CARD204964,C101988,Gold,150000,5000,Inactive,2017-02-07
CARD204965,C102909,Platinum,75000,1000,Active,2023-04-07
CARD204966,C101113,Gold,300000,0,Active,2019-09-27
CARD204967,C101718,Premium,150000,500,Active,2023-09-25
CARD204968,C104671,Platinum,200000,0,Active,2017-08-13
CARD204969,C100584,Blue,100000,5000,Active,2021-12-07
CARD204970,C103037,Blue,500000,500,Active,2025-08-28
CARD204971,C108145,Platinum,200000,2500,Active,2023-12-03
CARD204972,C102679,Platinum,150000,1000,Active,2020-04-27
CARD204973,C105293,Gold,200000,500,Active,2023-01-19
CARD204974,C104215,Blue,200000,5000,Active,2021-12-08
CARD204975,C105947,Gold,300000,0,Closed,2017-01-10
CARD204976,C103452,Blue,150000,0,Active,2019-05-20
CARD204977,C101874,Gold,200000,1000,Active,2018-08-12
CARD204978,C102430,Premium,500000,5000,Active,2018-05-26
CARD204979,C105624,Blue,150000,0,Active,2019-04-21
CARD204980,C102119,Gold,50000,0,Active,2017-08-13
CARD204981,C108451,Blue,50000,500,Active,2022-03-29
CARD204982,C108922,Platinum,200000,5000,Active,2021-05-01
CARD204983,C105426,Gold,50000,2500,Active,2024-11-05
CARD204984,C102676,Blue,150000,5000,Active,2020-02-24
CARD204985,C104814,Gold,300000,2500,Active,2017-11-07
CARD204986,C107895,Platinum,150000,500,Inactive,2022-03-03
CARD204987,C107921,Platinum,75000,0,Active,2025-06-06
CARD204988,C109097,Gold,300000,1000,Active,2025-06-13
CARD204989,C107131,Gold,150000,2500,Active,2025-02-04
CARD204990,C107152,Blue,75000,500,Active,2026-01-22
CARD204991,C106645,Gold,100000,500,Active,2024-05-03
CARD204992,C100121,Gold,200000,2500,Active,2025-08-12
CARD204993,C108333,Blue,150000,500,Active,2019-09-25
CARD204994,C106335,Blue,150000,1000,Active,2019-10-27
CARD204995,C103859,Blue,50000,0,Blocked,2023-08-22
CARD204996,C103438,Gold,100000,1000,Active,2017-07-25
CARD204997,C101213,Platinum,150000,1000,Active,2019-12-02
CARD204998,C106541,Platinum,75000,500,Active,2021-12-09
CARD204999,C100998,Premium,500000,500,Active,2019-09-25
CARD205000,C105334,Platinum,50000,1000,Active,2022-11-27
CARD205001,C108777,Gold,75000,5000,Active,2020-08-29
CARD205002,C102859,Platinum,50000,500,Active,2018-02-18
CARD205003,C100616,Blue,75000,0,Blocked,2023-07-15
CARD205004,C109981,Gold,100000,2500,Active,2023-08-22
CARD205005,C101370,Platinum,100000,0,Active,2018-06-10
CARD205006,C107058,Gold,300000,0,Active,2017-06-28
CARD205007,C102306,Gold,100000,0,Active,2023-03-12
CARD205008,C103709,Gold,75000,1000,Active,2019-03-05
CARD205009,C107852,Platinum,75000,0,Active,2020-11-02
CARD205010,C104650,Blue,50000,500,Closed,2025-10-21
CARD205011,C101263,Gold,75000,0,Active,2020-02-18
CARD205012,C107937,Premium,100000,1000,Active,2024-01-06
CARD205013,C100987,Premium,75000,500,Active,2026-04-18
CARD205014,C101009,Gold,50000,500,Active,2024-04-20
CARD205015,C109394,Blue,500000,1000,Active,2025-04-02
CARD205016,C109691,Platinum,50000,500,Active,2025-04-26
CARD205017,C107463,Platinum,200000,2500,Active,2024-12-30
CARD205018,C100123,Blue,75000,5000,Active,2020-02-01
CARD205019,C105782,Platinum,150000,500,Active,2018-07-09
CARD205020,C103209,Premium,50000,0,Active,2022-09-16
CARD205021,C102657,Gold,50000,500,Active,2017-07-27
CARD205022,C101712,Blue,100000,2500,Active,2023-04-05
CARD205023,C109912,Platinum,200000,0,Active,2020-11-05
CARD205024,C102888,Gold,500000,0,Active,2023-01-21
CARD205025,C100972,Platinum,100000,5000,Active,2019-12-31
CARD205026,C109539,Gold,150000,1000,Active,2018-11-17
CARD205027,C107599,Gold,150000,500,Active,2019-01-04
CARD205028,C105813,Premium,300000,5000,Active,2017-07-16
CARD205029,C105499,Gold,150000,500,Inactive,2023-03-21
CARD205030,C107127,Gold,75000,500,Active,2020-05-24
CARD205031,C103691,Gold,200000,500,Closed,2025-06-04
CARD205032,C106231,Platinum,300000,1000,Active,2025-07-05
CARD205033,C107532,Gold,200000,1000,Active,2019-09-10
CARD205034,C109182,Blue,200000,0,Active,2022-12-03
CARD205035,C105111,Blue,50000,2500,Active,2017-03-28
CARD205036,C101649,Gold,100000,500,Inactive,2020-06-14
CARD205037,C106945,Blue,100000,500,Active,2020-03-20
CARD205038,C108249,Platinum,500000,5000,Active,2020-06-17
CARD205039,C107148,Platinum,75000,0,Active,2018-06-08
CARD205040,C109113,Platinum,100000,500,Active,2022-07-29
CARD205041,C103389,Gold,200000,500,Active,2017-04-17
CARD205042,C102587,Blue,50000,1000,Active,2025-11-10
CARD205043,C102267,Platinum,300000,0,Active,2025-03-14
CARD205044,C103602,Gold,200000,0,Blocked,2019-09-24
CARD205045,C103821,Gold,75000,0,Active,2017-06-13
CARD205046,C108110,Blue,150000,2500,Active,2020-12-02
CARD205047,C104532,Premium,150000,0,Active,2020-03-12
CARD205048,C102795,Platinum,75000,1000,Active,2026-04-11
CARD205049,C108979,Premium,500000,0,Active,2026-01-21
CARD205050,C104022,Premium,150000,1000,Inactive,2022-01-22
CARD205051,C106709,Blue,150000,0,Active,2023-08-06
CARD205052,C104477,Platinum,150000,1000,Active,2021-08-24
CARD205053,C109303,Gold,75000,2500,Inactive,2018-11-16
CARD205054,C104978,Gold,150000,5000,Blocked,2023-02-19
CARD205055,C106394,Gold,100000,1000,Active,2021-10-17
CARD205056,C101458,Blue,300000,5000,Active,2024-01-23
CARD205057,C103560,Gold,300000,5000,Closed,2018-11-28
CARD205058,C105160,Gold,200000,0,Blocked,2020-07-09
CARD205059,C104429,Blue,75000,500,Active,2017-07-18
CARD205060,C103577,Gold,100000,500,Active,2024-10-25
CARD205061,C102121,Blue,500000,500,Active,2020-10-24
CARD205062,C101017,Platinum,100000,1000,Active,2019-03-19
CARD205063,C109401,Blue,100000,500,Active,2025-11-07
CARD205064,C100162,Gold,75000,5000,Active,2017-09-22
CARD205065,C109214,Blue,50000,1000,Active,2021-06-01
CARD205066,C108271,Platinum,50000,500,Active,2022-01-20
CARD205067,C106736,Platinum,75000,2500,Active,2021-08-26
CARD205068,C108111,Blue,100000,1000,Active,2022-07-20
CARD205069,C106174,Blue,150000,500,Active,2022-12-18
CARD205070,C106018,Gold,150000,2500,Active,2019-11-16
CARD205071,C104827,Premium,100000,500,Active,2024-04-30
CARD205072,C101325,Gold,300000,0,Active,2019-08-26
CARD205073,C106917,Platinum,200000,2500,Active,2021-11-30
CARD205074,C102698,Platinum,100000,1000,Closed,2021-05-14
CARD205075,C101270,Platinum,150000,0,Inactive,2019-04-07
CARD205076,C107688,Blue,300000,0,Active,2021-07-17
CARD205077,C100390,Blue,75000,2500,Active,2025-10-30
CARD205078,C101272,Gold,100000,0,Active,2024-05-09
CARD205079,C100675,Gold,150000,1000,Active,2018-03-21
CARD205080,C104591,Gold,100000,0,Active,2022-12-01
CARD205081,C107077,Gold,150000,2500,Active,2019-07-12
CARD205082,C109910,Blue,50000,0,Active,2024-10-18
CARD205083,C105132,Platinum,100000,1000,Active,2023-06-09
CARD205084,C106270,Blue,500000,5000,Active,2023-05-30
CARD205085,C100736,Blue,300000,1000,Blocked,2025-03-13
CARD205086,C107773,Blue,150000,500,Active,2019-02-10
CARD205087,C100799,Gold,300000,500,Inactive,2024-03-10
CARD205088,C106855,Gold,200000,5000,Active,2024-09-20
CARD205089,C104302,Gold,75000,1000,Active,2026-03-25
CARD205090,C106631,Gold,150000,5000,Inactive,2019-02-27
CARD205091,C108126,Gold,500000,0,Active,2022-04-28
CARD205092,C108873,Blue,150000,2500,Active,2022-05-03
CARD205093,C101044,Gold,200000,0,Blocked,2020-08-01
CARD205094,C103901,Platinum,150000,500,Active,2019-03-29
CARD205095,C104868,Blue,50000,1000,Active,2021-08-05
CARD205096,C105200,Blue,50000,2500,Active,2021-10-21
CARD205097,C106224,Blue,200000,1000,Active,2019-07-01
CARD205098,C102058,Gold,100000,0,Active,2020-08-03
CARD205099,C108437,Blue,100000,0,Active,2023-01-31
CARD205100,C104284,Platinum,100000,2500,Inactive,2021-10-29
CARD205101,C102789,Blue,75000,0,Active,2025-09-06
CARD205102,C100122,Platinum,100000,1000,Blocked,2021-08-24
CARD205103,C106683,Blue,100000,2500,Active,2023-07-09
CARD205104,C103209,Blue,100000,1000,Inactive,2020-12-04
CARD205105,C102456,Gold,500000,0,Inactive,2020-08-27
CARD205106,C104591,Blue,300000,2500,Active,2024-04-19
CARD205107,C109699,Premium,50000,2500,Inactive,2018-06-06
CARD205108,C109222,Gold,75000,2500,Active,2024-04-24
CARD205109,C109287,Platinum,75000,500,Inactive,2024-04-18
CARD205110,C106706,Blue,150000,0,Inactive,2020-11-30
CARD205111,C102853,Blue,150000,1000,Active,2022-03-23
CARD205112,C107383,Platinum,75000,1000,Active,2024-12-05
CARD205113,C101394,Blue,150000,0,Active,2025-07-06
CARD205114,C106097,Gold,100000,1000,Closed,2020-05-24
CARD205115,C102539,Platinum,100000,2500,Active,2026-02-14
CARD205116,C105576,Blue,200000,500,Active,2022-05-17
CARD205117,C107927,Gold,50000,500,Active,2018-05-13
CARD205118,C109285,Premium,300000,1000,Active,2018-01-17
CARD205119,C103948,Gold,50000,1000,Active,2018-05-06
CARD205120,C103797,Blue,150000,1000,Active,2024-10-27
CARD205121,C108082,Premium,300000,500,Active,2023-04-12
CARD205122,C102765,Platinum,500000,1000,Active,2018-08-09
CARD205123,C108407,Gold,200000,2500,Closed,2019-05-29
CARD205124,C108513,Platinum,150000,2500,Active,2022-10-31
CARD205125,C105378,Platinum,150000,500,Active,2020-08-06
CARD205126,C102628,Gold,75000,1000,Blocked,2025-10-10
CARD205127,C102503,Blue,100000,500,Closed,2020-07-17
CARD205128,C101689,Blue,100000,2500,Active,2020-03-04
CARD205129,C102883,Blue,300000,2500,Active,2017-12-12
CARD205130,C107545,Blue,50000,2500,Active,2018-12-20
CARD205131,C107886,Blue,150000,500,Inactive,2021-05-30
CARD205132,C108875,Blue,200000,500,Active,2022-01-19
CARD205133,C108090,Blue,50000,2500,Active,2023-01-29
CARD205134,C108370,Gold,150000,0,Active,2024-12-02
CARD205135,C109523,Blue,150000,1000,Active,2019-08-31
CARD205136,C101624,Premium,50000,0,Active,2025-04-12
CARD205137,C106960,Gold,200000,1000,Active,2022-04-27
CARD205138,C109618,Premium,100000,500,Active,2019-02-07
CARD205139,C102479,Blue,100000,1000,Active,2024-12-04
CARD205140,C108845,Blue,50000,0,Active,2026-01-22
CARD205141,C109136,Platinum,100000,5000,Active,2022-10-29
CARD205142,C107876,Gold,50000,1000,Active,2022-06-13
CARD205143,C104599,Gold,200000,0,Active,2021-02-20
CARD205144,C100971,Platinum,200000,2500,Inactive,2022-12-26
CARD205145,C101021,Gold,75000,1000,Active,2025-07-05
CARD205146,C106499,Platinum,50000,500,Active,2019-04-27
CARD205147,C109929,Gold,500000,0,Active,2023-08-05
CARD205148,C109782,Gold,100000,500,Active,2020-04-28
CARD205149,C103898,Blue,200000,0,Active,2026-01-16
CARD205150,C107487,Blue,75000,500,Active,2018-01-09
CARD205151,C103048,Blue,75000,500,Active,2017-07-06
CARD205152,C102087,Blue,100000,2500,Active,2023-12-17
CARD205153,C106458,Platinum,200000,1000,Active,2019-03-29
CARD205154,C109774,Blue,150000,0,Active,2020-04-17
CARD205155,C100965,Platinum,200000,5000,Active,2019-03-16
CARD205156,C106158,Premium,50000,0,Blocked,2022-09-08
CARD205157,C102982,Gold,150000,1000,Active,2021-03-19
CARD205158,C105710,Gold,100000,500,Closed,2024-03-14
CARD205159,C107156,Platinum,75000,0,Active,2024-02-01
CARD205160,C102606,Gold,100000,2500,Active,2022-08-17
