Payment_ID,Customer_ID,Card_ID,Payment_Date,Due_Amount,Payment_Amount,Payment_Status,Days_Past_Due
PAY405873,C103094,CARD211491,2026-04-13,1000.0,622.15,Partial,22
PAY405874,C105100,CARD202989,2025-05-30,4764.19,4764.19,Late,25
PAY405875,C109987,CARD203850,2025-10-08,3054.08,3054.08,On Time,0
PAY405876,C108929,CARD203672,2025-03-30,3690.24,2697.37,Partial,33
PAY405877,C104775,CARD209474,2025-11-25,2576.91,2576.91,On Time,0
PAY405878,C102977,CARD210371,2025-04-19,3553.39,3553.39,On Time,0
PAY405879,C105938,CARD203447,2026-03-02,4207.17,4207.17,On Time,0
PAY405880,C104550,CARD209372,2026-03-08,2747.48,2747.48,On Time,0
PAY405881,C102900,CARD206297,2025-05-28,2263.94,2263.94,On Time,0
PAY405882,C105319,CARD208175,2025-11-09,3920.71,3920.71,Late,6
PAY405883,C106232,CARD201750,2025-08-30,3865.04,3865.04,On Time,0
PAY405884,C106201,CARD200695,2026-01-29,3434.41,3434.41,On Time,0
PAY405885,C105058,CARD211633,2025-05-21,3621.8,3621.8,On Time,0
PAY405886,C100685,CARD205416,2025-03-18,6300.56,3702.82,Partial,27
PAY405887,C109374,CARD204429,2025-10-29,8565.93,8565.93,On Time,0
PAY405888,C100717,CARD203842,2025-05-28,6690.12,6690.12,On Time,0
PAY405889,C102216,CARD211805,2026-07-20,1999.29,1999.29,On Time,0
PAY405890,C109445,CARD204206,2026-07-23,2919.69,2919.69,On Time,0
PAY405891,C106957,CARD211764,2026-03-25,3990.92,3990.92,On Time,0
PAY405892,C108394,CARD206896,2025-09-08,4327.12,4327.12,Late,26
PAY405893,C107033,CARD211906,2025-04-28,9194.8,9194.8,On Time,0
PAY405894,C100937,CARD203843,2026-06-18,6091.15,6091.15,On Time,0
PAY405895,C101489,CARD210004,2025-01-14,3363.09,3363.09,Late,6
PAY405896,C105572,CARD203967,2025-01-26,5255.96,5255.96,On Time,0
PAY405897,C103593,CARD204736,2025-08-04,8443.45,8443.45,On Time,0
PAY405898,C109023,CARD208786,2026-01-24,2434.77,2434.77,On Time,0
PAY405899,C101321,CARD211269,2025-03-26,4510.68,1941.56,Partial,47
PAY405900,C100839,CARD206454,2026-04-15,10036.45,10036.45,On Time,0
PAY405901,C100812,CARD206375,2025-12-17,4377.54,4377.54,On Time,0
PAY405902,C103752,CARD207631,2026-06-17,2788.03,2788.03,On Time,0
PAY405903,C101393,CARD202736,2025-10-02,6848.05,6848.05,On Time,0
PAY405904,C109656,CARD207241,2025-10-30,3104.24,3104.24,On Time,0
PAY405905,C107673,CARD210552,2026-08-07,3851.47,3851.47,On Time,0
PAY405906,C100462,CARD200555,2026-08-21,3917.13,3917.13,On Time,0
PAY405907,C107810,CARD211528,2026-02-05,13868.15,13868.15,On Time,0
PAY405908,C101830,CARD209659,2026-02-10,13263.89,13263.89,On Time,0
PAY405909,C108230,CARD203719,2025-11-30,2397.01,2397.01,Late,7
PAY405910,C108451,CARD204981,2025-01-12,3074.64,3074.64,On Time,0
PAY405911,C105870,CARD201038,2026-01-23,3131.48,3131.48,On Time,0
PAY405912,C103323,CARD204452,2026-04-10,5292.0,5292.0,Late,20
PAY405913,C105785,CARD206693,2026-04-26,3642.67,3642.67,Late,9
PAY405914,C106739,CARD201065,2026-06-06,16010.45,16010.45,On Time,0
PAY405915,C103030,CARD201699,2025-05-01,7008.65,7008.65,On Time,0
PAY405916,C105510,CARD204826,2025-05-07,13162.35,13162.35,On Time,0
PAY405917,C100561,CARD204518,2025-11-15,11426.57,11426.57,On Time,0
PAY405918,C109234,CARD200154,2026-08-13,7612.37,5067.71,Partial,38
PAY405919,C103069,CARD210403,2025-05-09,2869.91,418.14,Missed,50
PAY405920,C109164,CARD203599,2025-05-13,7232.15,1554.88,Partial,27
PAY405921,C103011,CARD211459,2026-01-05,5101.48,5101.48,On Time,0
PAY405922,C105237,CARD211559,2025-11-04,2090.69,2090.69,On Time,0
PAY405923,C100844,CARD201327,2026-02-09,10780.69,10780.69,On Time,0
PAY405924,C108386,CARD211122,2026-04-23,4521.94,4521.94,On Time,0
PAY405925,C101685,CARD207699,2025-01-15,3373.22,3373.22,On Time,0
PAY405926,C106961,CARD204773,2026-07-08,7201.61,7201.61,On Time,0
PAY405927,C106291,CARD203492,2025-07-11,10362.58,10362.58,On Time,0
PAY405928,C107045,CARD209310,2026-02-24,9238.37,2977.26,Partial,52
PAY405929,C100025,CARD211432,2026-04-06,10067.29,10067.29,On Time,0
PAY405930,C106467,CARD201037,2025-04-26,7770.3,7770.3,On Time,0
PAY405931,C101983,CARD208755,2026-04-05,6339.19,6339.19,On Time,0
PAY405932,C107346,CARD200654,2025-01-14,3813.98,3813.98,On Time,0
PAY405933,C106641,CARD208102,2026-03-20,10070.4,52.23,Missed,110
PAY405934,C101262,CARD210500,2026-05-24,9090.03,9090.03,Late,9
PAY405935,C103165,CARD205778,2025-07-14,22916.63,22916.63,On Time,0
PAY405936,C101047,CARD200899,2026-02-03,3206.07,3206.07,On Time,0
PAY405937,C103204,CARD203521,2026-05-01,2118.6,2118.6,On Time,0
PAY405938,C106302,CARD200560,2026-01-14,2805.25,341.44,Missed,73
PAY405939,C102021,CARD210336,2025-11-13,7497.39,7497.39,On Time,0
PAY405940,C108865,CARD200150,2026-03-15,6304.75,6304.75,On Time,0
PAY405941,C109011,CARD200726,2025-12-02,10524.28,10524.28,On Time,0
PAY405942,C103835,CARD207203,2025-08-25,8097.5,8097.5,On Time,0
PAY405943,C103894,CARD211621,2026-08-04,13480.82,13480.82,On Time,0
PAY405944,C101160,CARD204598,2026-01-16,2359.43,2359.43,On Time,0
PAY405945,C108792,CARD211463,2025-07-11,1651.11,1651.11,On Time,0
PAY405946,C105835,CARD203778,2026-03-22,5829.89,5829.89,Late,12
PAY405947,C101600,CARD201971,2025-06-16,2490.27,2490.27,On Time,0
PAY405948,C109252,CARD210546,2026-04-30,14972.32,14972.32,On Time,0
PAY405949,C100105,CARD211069,2025-08-25,4122.54,4122.54,On Time,0
PAY405950,C103732,CARD211356,2026-04-08,2725.27,2725.27,Late,13
PAY405951,C100651,CARD209047,2025-12-29,2560.81,2560.81,On Time,0
PAY405952,C108981,CARD201999,2026-06-28,6810.34,6810.34,On Time,0
PAY405953,C104953,CARD205366,2025-06-29,4056.28,4056.28,Late,18
PAY405954,C101539,CARD208216,2025-03-02,22413.44,22413.44,On Time,0
PAY405955,C106663,CARD203292,2025-01-21,4646.36,4646.36,On Time,0
PAY405956,C101934,CARD206990,2025-04-27,5451.28,5451.28,On Time,0
PAY405957,C108007,CARD206897,2025-12-04,3111.95,3111.95,On Time,0
PAY405958,C103654,CARD201932,2026-04-28,8173.86,8173.86,Late,13
PAY405959,C100737,CARD206861,2025-12-13,8306.49,8306.49,Late,5
PAY405960,C108901,CARD209964,2025-04-13,3189.9,3189.9,On Time,0
PAY405961,C101525,CARD203984,2026-01-02,4992.07,4992.07,On Time,0
PAY405962,C101363,CARD201222,2025-07-04,3383.03,3383.03,On Time,0
PAY405963,C100434,CARD208241,2025-07-08,6013.38,277.18,Missed,41
PAY405964,C104056,CARD205392,2025-12-08,7184.04,7184.04,On Time,0
PAY405965,C107610,CARD201111,2025-01-13,3960.44,1828.98,Partial,48
PAY405966,C106161,CARD206903,2025-04-25,4716.94,4716.94,On Time,0
PAY405967,C101333,CARD202273,2026-08-01,3542.62,3542.62,On Time,0
PAY405968,C101769,CARD202387,2025-09-19,8168.62,8168.62,On Time,0
PAY405969,C104053,CARD210331,2026-02-23,11171.35,11171.35,Late,2
PAY405970,C103306,CARD209320,2026-05-22,4579.35,511.62,Missed,82
PAY405971,C100078,CARD204101,2025-12-13,9280.88,9280.88,On Time,0
PAY405972,C103233,CARD208817,2025-08-24,8961.62,8961.62,On Time,0
PAY405973,C109878,CARD206140,2025-09-19,6491.23,6491.23,On Time,0
PAY405974,C107189,CARD201025,2025-03-01,5390.46,4044.7,Partial,54
PAY405975,C109008,CARD208813,2025-08-12,24663.55,24663.55,On Time,0
PAY405976,C102967,CARD201157,2026-03-18,12377.66,12377.66,On Time,0
PAY405977,C107760,CARD211994,2025-08-18,3613.13,3613.13,On Time,0
PAY405978,C107257,CARD202631,2026-03-04,8690.76,8690.76,On Time,0
PAY405979,C100613,CARD205256,2025-11-07,7257.43,7257.43,On Time,0
PAY405980,C105841,CARD205524,2025-12-10,6202.05,6202.05,Late,16
PAY405981,C108368,CARD211865,2025-01-24,2815.44,2815.44,Late,5
PAY405982,C103705,CARD201977,2026-06-09,4197.07,1163.68,Partial,57
PAY405983,C106001,CARD207838,2025-06-16,2262.76,2262.76,On Time,0
PAY405984,C104104,CARD211268,2025-02-20,3444.47,3444.47,On Time,0
PAY405985,C103654,CARD201932,2025-07-12,4358.48,4358.48,On Time,0
PAY405986,C104704,CARD207275,2025-09-06,4332.45,4332.45,On Time,0
PAY405987,C108602,CARD203395,2025-12-28,2730.7,2730.7,On Time,0
PAY405988,C104766,CARD201898,2025-12-29,4780.14,4780.14,On Time,0
PAY405989,C106846,CARD207402,2026-07-06,7425.16,7425.16,On Time,0
PAY405990,C104847,CARD211015,2025-05-01,6258.65,6258.65,On Time,0
PAY405991,C103556,CARD203817,2026-01-20,4357.71,4357.71,On Time,0
PAY405992,C103350,CARD200043,2026-08-22,16477.43,16477.43,On Time,0
PAY405993,C106602,CARD204098,2026-05-04,2372.52,2372.52,Late,9
PAY405994,C100729,CARD206829,2025-03-30,5838.23,5838.23,On Time,0
PAY405995,C107575,CARD201265,2025-03-04,1000.0,1000.0,On Time,0
PAY405996,C104541,CARD210820,2026-08-23,14890.08,14890.08,On Time,0
PAY405997,C105360,CARD203830,2026-04-05,9080.7,978.73,Missed,57
PAY405998,C100779,CARD204090,2025-10-01,4640.42,4640.42,On Time,0
PAY405999,C100408,CARD207080,2025-09-08,6237.1,6237.1,On Time,0
PAY406000,C100405,CARD208699,2025-01-07,4155.06,4155.06,On Time,0
PAY406001,C102210,CARD209921,2026-07-05,8040.73,8040.73,On Time,0
PAY406002,C107525,CARD202245,2025-10-09,10124.48,10124.48,On Time,0
PAY406003,C106988,CARD202781,2026-06-16,19564.76,19564.76,On Time,0
PAY406004,C101325,CARD205072,2025-09-27,6261.28,4146.1,Partial,58
PAY406005,C100845,CARD205329,2025-04-12,7036.6,7036.6,On Time,0
PAY406006,C101673,CARD200251,2026-03-01,6307.97,6307.97,Late,14
PAY406007,C100052,CARD200559,2025-01-04,7927.87,7927.87,On Time,0
PAY406008,C101033,CARD209716,2026-03-15,2071.94,2071.94,On Time,0
PAY406009,C105672,CARD206425,2025-10-04,14847.71,14847.71,On Time,0
PAY406010,C109481,CARD201369,2026-05-23,8622.54,8622.54,On Time,0
PAY406011,C103775,CARD207967,2025-06-21,3675.42,3675.42,On Time,0
PAY406012,C107381,CARD203514,2025-03-28,3171.45,3171.45,On Time,0
PAY406013,C105030,CARD210144,2025-03-04,3863.65,3863.65,On Time,0
PAY406014,C104624,CARD203877,2026-06-28,3994.43,2370.61,Partial,17
PAY406015,C104694,CARD204777,2025-09-04,2660.68,2660.68,On Time,0
PAY406016,C103540,CARD202791,2026-03-02,8746.29,8746.29,On Time,0
PAY406017,C104894,CARD205948,2026-02-13,16862.17,16862.17,On Time,0
PAY406018,C104027,CARD205438,2025-08-15,4900.97,4900.97,On Time,0
PAY406019,C103483,CARD200670,2025-01-31,9588.91,4007.22,Partial,58
PAY406020,C103355,CARD203248,2025-03-31,1824.21,1824.21,On Time,0
PAY406021,C109894,CARD200187,2025-03-21,2111.77,2111.77,On Time,0
PAY406022,C102365,CARD200340,2025-07-24,5394.77,5394.77,On Time,0
PAY406023,C103718,CARD207574,2026-08-13,8217.38,8217.38,On Time,0
PAY406024,C103518,CARD202147,2025-11-09,38454.41,38454.41,On Time,0
PAY406025,C109788,CARD201425,2026-08-06,25262.07,25262.07,On Time,0
PAY406026,C102433,CARD211256,2026-05-14,3186.15,3186.15,Late,16
PAY406027,C101272,CARD207151,2025-09-23,8618.65,8618.65,On Time,0
PAY406028,C103312,CARD200185,2025-05-06,5458.51,5458.51,On Time,0
PAY406029,C102054,CARD201648,2026-04-29,6523.58,6523.58,On Time,0
PAY406030,C104814,CARD204985,2025-08-18,4236.13,4236.13,Late,6
PAY406031,C103029,CARD202839,2025-02-07,9021.35,9021.35,Late,23
PAY406032,C107888,CARD209244,2025-07-08,5928.31,5928.31,On Time,0
PAY406033,C103830,CARD203294,2026-04-20,13082.95,13082.95,Late,18
PAY406034,C104982,CARD211611,2026-05-14,4621.81,4621.81,On Time,0
PAY406035,C108360,CARD201994,2026-02-27,6125.52,6125.52,Late,6
PAY406036,C101279,CARD200517,2025-04-11,4631.02,4631.02,Late,4
PAY406037,C106681,CARD210342,2026-01-25,8371.09,8371.09,On Time,0
PAY406038,C107472,CARD207403,2026-05-11,4730.15,4730.15,On Time,0
PAY406039,C108931,CARD207404,2026-03-30,1296.08,1296.08,On Time,0
PAY406040,C103482,CARD205444,2025-12-02,6628.28,6628.28,On Time,0
PAY406041,C105425,CARD204344,2026-06-16,5455.81,5455.81,On Time,0
PAY406042,C102883,CARD205129,2025-05-14,4904.55,4904.55,On Time,0
PAY406043,C106902,CARD200624,2025-10-08,6981.44,6981.44,Late,10
PAY406044,C103680,CARD207183,2025-01-06,6022.92,6022.92,On Time,0
PAY406045,C103513,CARD211652,2025-05-11,1511.44,1511.44,Late,1
PAY406046,C104487,CARD208686,2025-02-26,4882.69,4882.69,Late,21
PAY406047,C106891,CARD203096,2026-05-02,31559.37,31559.37,On Time,0
PAY406048,C100977,CARD207876,2026-01-30,21662.77,21662.77,On Time,0
PAY406049,C108322,CARD207837,2026-03-22,13470.29,13470.29,On Time,0
PAY406050,C109468,CARD200748,2026-08-13,4939.78,4939.78,On Time,0
PAY406051,C101243,CARD203353,2025-07-02,27478.75,27478.75,On Time,0
PAY406052,C108538,CARD200594,2025-05-05,6974.9,6974.9,On Time,0
PAY406053,C103973,CARD200221,2025-08-14,3674.85,1715.99,Partial,15
PAY406054,C103977,CARD201564,2025-05-17,3847.0,3847.0,On Time,0
PAY406055,C108515,CARD207232,2025-02-09,10842.07,10842.07,On Time,0
PAY406056,C101042,CARD200872,2025-11-21,3022.37,3022.37,On Time,0
PAY406057,C101211,CARD205238,2026-03-05,6849.45,6849.45,Late,6
PAY406058,C101071,CARD202327,2025-02-08,8262.3,8262.3,On Time,0
PAY406059,C108491,CARD200189,2025-07-12,16756.74,16756.74,On Time,0
PAY406060,C101256,CARD203409,2025-06-10,14145.45,14145.45,On Time,0
PAY406061,C104005,CARD206854,2026-02-09,6334.71,6334.71,On Time,0
PAY406062,C102939,CARD206274,2025-04-28,21232.19,21232.19,On Time,0
PAY406063,C106439,CARD211135,2026-02-01,9692.96,9692.96,On Time,0
PAY406064,C106363,CARD204899,2026-02-12,4569.75,4569.75,On Time,0
PAY406065,C105665,CARD210615,2026-01-27,5453.97,5453.97,On Time,0
PAY406066,C107679,CARD208989,2026-05-17,4768.85,4768.85,On Time,0
PAY406067,C100301,CARD203097,2026-07-17,5315.17,5315.17,On Time,0
PAY406068,C105370,CARD206449,2025-05-03,2440.76,2440.76,On Time,0
PAY406069,C104227,CARD209604,2026-05-23,1947.42,1947.42,On Time,0
PAY406070,C108730,CARD210961,2025-04-12,5350.9,5350.9,On Time,0
PAY406071,C104115,CARD200208,2025-05-17,19804.83,19804.83,On Time,0
PAY406072,C104070,CARD207340,2026-05-29,11731.47,11731.47,On Time,0
PAY406073,C108660,CARD201127,2025-06-01,7433.15,7433.15,On Time,0
PAY406074,C101126,CARD200371,2025-05-16,2644.82,2644.82,On Time,0
PAY406075,C105912,CARD200523,2025-07-28,3979.52,3979.52,Late,2
PAY406076,C108592,CARD210270,2025-11-10,10688.25,10688.25,On Time,0
PAY406077,C101002,CARD203499,2026-07-20,2988.03,2988.03,On Time,0
PAY406078,C107163,CARD206804,2025-11-26,9277.06,6725.92,Partial,49
PAY406079,C108413,CARD201167,2025-06-20,14047.12,14047.12,On Time,0
PAY406080,C108998,CARD201798,2026-07-08,1170.18,1170.18,Late,8
PAY406081,C103422,CARD203511,2026-03-27,8252.2,4299.55,Partial,45
PAY406082,C103796,CARD210693,2025-01-20,4074.12,3087.79,Partial,37
PAY406083,C103116,CARD201872,2025-08-23,4446.86,4446.86,On Time,0
PAY406084,C100505,CARD205937,2026-06-22,9668.64,9668.64,On Time,0
PAY406085,C108503,CARD208435,2025-12-15,6867.49,2911.81,Partial,49
PAY406086,C106713,CARD206644,2026-08-26,11551.05,11551.05,On Time,0
PAY406087,C102836,CARD203127,2025-08-06,7923.21,7923.21,On Time,0
PAY406088,C106158,CARD205156,2025-10-12,5590.59,5590.59,On Time,0
PAY406089,C105599,CARD211852,2025-11-30,10447.88,10447.88,Late,12
PAY406090,C103945,CARD205946,2026-07-30,3942.55,3942.55,On Time,0
PAY406091,C109242,CARD211271,2025-12-18,1824.67,1824.67,On Time,0
PAY406092,C101189,CARD205280,2025-03-01,3314.28,3314.28,Late,23
PAY406093,C101863,CARD206339,2025-05-28,6824.84,6824.84,Late,29
PAY406094,C107297,CARD205282,2025-05-24,5559.38,5559.38,On Time,0
PAY406095,C107890,CARD200099,2026-07-10,7011.72,7011.72,On Time,0
PAY406096,C109751,CARD211860,2026-01-06,9994.71,194.68,Missed,115
PAY406097,C109089,CARD204591,2025-01-22,8641.08,8641.08,On Time,0
PAY406098,C106293,CARD205308,2026-01-07,7548.57,7548.57,On Time,0
PAY406099,C103868,CARD205710,2025-11-25,1859.53,1859.53,On Time,0
PAY406100,C106894,CARD207453,2025-10-08,9035.37,33.16,Missed,76
PAY406101,C104796,CARD208754,2025-11-09,10002.77,10002.77,On Time,0
PAY406102,C109059,CARD206755,2026-04-25,14504.77,14504.77,On Time,0
PAY406103,C105163,CARD210604,2025-07-08,4859.13,4859.13,On Time,0
PAY406104,C101283,CARD207965,2026-07-09,6128.98,6128.98,Late,28
PAY406105,C101355,CARD209396,2026-06-01,4735.46,4735.46,On Time,0
PAY406106,C102684,CARD206746,2025-10-10,5876.09,5876.09,On Time,0
PAY406107,C105608,CARD207667,2026-05-02,14699.42,10212.13,Partial,19
PAY406108,C109770,CARD211597,2025-11-14,10553.84,10553.84,Late,25
PAY406109,C109778,CARD209395,2025-02-09,6650.66,6650.66,On Time,0
PAY406110,C103389,CARD205041,2026-08-18,3267.15,3267.15,On Time,0
PAY406111,C105424,CARD205454,2025-10-12,8510.97,8510.97,On Time,0
PAY406112,C101155,CARD206186,2026-03-04,1542.62,1542.62,On Time,0
PAY406113,C106448,CARD202825,2025-07-10,1780.11,1780.11,On Time,0
PAY406114,C105149,CARD200268,2026-08-16,8414.59,8414.59,Late,27
PAY406115,C107818,CARD200956,2026-07-01,15793.96,15793.96,On Time,0
PAY406116,C107193,CARD210130,2025-11-29,12997.92,7919.53,Partial,44
PAY406117,C100777,CARD210447,2025-02-07,8848.05,8848.05,On Time,0
PAY406118,C102792,CARD206745,2025-07-18,6627.02,6627.02,On Time,0
PAY406119,C106902,CARD200624,2025-07-30,4207.82,4207.82,On Time,0
PAY406120,C104081,CARD209286,2026-07-24,11204.66,11204.66,On Time,0
PAY406121,C109694,CARD201840,2025-11-14,17209.46,17209.46,On Time,0
PAY406122,C105151,CARD209231,2025-06-06,4603.0,4603.0,On Time,0
PAY406123,C107808,CARD208131,2026-01-01,3908.55,3908.55,On Time,0
PAY406124,C105699,CARD200358,2025-01-04,1583.66,1583.66,On Time,0
PAY406125,C102877,CARD206118,2025-12-19,23425.86,23425.86,On Time,0
PAY406126,C108096,CARD209920,2026-01-05,4195.13,4195.13,Late,11
PAY406127,C104416,CARD205287,2025-03-09,23236.32,23236.32,Late,9
PAY406128,C104178,CARD210596,2026-05-20,4017.44,4017.44,On Time,0
PAY406129,C102655,CARD207323,2025-07-18,6024.98,6024.98,On Time,0
PAY406130,C106813,CARD208784,2025-10-27,2708.68,2708.68,On Time,0
PAY406131,C108320,CARD203299,2026-04-14,6638.02,6638.02,On Time,0
PAY406132,C100281,CARD206733,2026-01-24,10083.36,10083.36,On Time,0
PAY406133,C109510,CARD203459,2025-05-12,4446.14,4446.14,On Time,0
PAY406134,C100729,CARD206829,2026-01-01,4238.21,4238.21,On Time,0
PAY406135,C105654,CARD211401,2026-04-22,16292.67,16292.67,On Time,0
PAY406136,C107767,CARD205866,2025-11-03,3879.77,3879.77,On Time,0
PAY406137,C104000,CARD204228,2026-08-02,7667.28,7667.28,On Time,0
PAY406138,C106869,CARD203626,2025-11-12,6108.08,6108.08,On Time,0
PAY406139,C106709,CARD205051,2025-05-21,8538.47,8538.47,On Time,0
PAY406140,C101377,CARD204746,2025-06-30,4570.48,625.17,Missed,119
PAY406141,C103103,CARD204146,2026-05-25,4380.5,4380.5,On Time,0
PAY406142,C103020,CARD200202,2025-12-16,2849.61,2849.61,On Time,0
PAY406143,C106538,CARD206429,2026-03-30,6126.87,6126.87,On Time,0
PAY406144,C109685,CARD211571,2025-10-28,9538.75,9538.75,On Time,0
PAY406145,C108987,CARD202223,2025-08-20,14890.73,14890.73,On Time,0
PAY406146,C103904,CARD211008,2025-05-29,1749.93,1749.93,On Time,0
PAY406147,C100378,CARD210642,2025-07-09,9069.0,9069.0,On Time,0
PAY406148,C104728,CARD203940,2025-09-07,5380.31,5380.31,On Time,0
PAY406149,C107889,CARD204817,2026-04-06,6698.75,6698.75,On Time,0
PAY406150,C107763,CARD201770,2025-01-12,3925.07,1053.32,Partial,16
PAY406151,C102637,CARD210172,2026-07-22,10301.38,10301.38,On Time,0
PAY406152,C102237,CARD202447,2026-04-06,3070.21,3070.21,On Time,0
PAY406153,C104873,CARD206322,2026-02-10,3168.21,3168.21,On Time,0
PAY406154,C109806,CARD211707,2026-01-20,5436.05,5436.05,On Time,0
PAY406155,C105424,CARD205454,2026-03-12,3767.82,3767.82,On Time,0
PAY406156,C103654,CARD201932,2026-05-11,5832.83,5832.83,On Time,0
PAY406157,C109275,CARD201851,2025-09-08,7668.36,7668.36,On Time,0
PAY406158,C103575,CARD210308,2026-01-17,5231.65,5231.65,On Time,0
PAY406159,C105730,CARD211290,2026-04-09,5919.44,5919.44,On Time,0
PAY406160,C104924,CARD200206,2025-02-02,1737.96,1737.96,On Time,0
PAY406161,C102712,CARD210039,2026-01-07,11874.61,11874.61,Late,9
PAY406162,C100340,CARD207464,2026-03-16,14240.7,14240.7,On Time,0
PAY406163,C100265,CARD207294,2025-12-05,7008.67,7008.67,On Time,0
PAY406164,C105261,CARD203929,2025-11-15,7707.46,7707.46,On Time,0
PAY406165,C100918,CARD211546,2026-05-25,4380.77,4380.77,On Time,0
PAY406166,C105630,CARD206864,2025-07-26,8810.44,8810.44,On Time,0
PAY406167,C103186,CARD206624,2025-12-19,1882.47,1882.47,On Time,0
PAY406168,C105668,CARD208213,2025-04-13,27872.43,27872.43,Late,7
PAY406169,C103066,CARD200742,2025-04-04,2442.04,688.75,Partial,34
PAY406170,C103054,CARD211289,2025-08-23,2157.02,1247.34,Partial,10
PAY406171,C103825,CARD202732,2025-07-06,12369.66,12369.66,Late,1
PAY406172,C102252,CARD200589,2026-08-02,9613.79,9613.79,On Time,0
PAY406173,C108977,CARD210332,2025-01-26,12562.78,12562.78,On Time,0
PAY406174,C104499,CARD203442,2025-04-14,11414.61,11414.61,On Time,0
PAY406175,C102619,CARD211821,2025-09-13,5395.56,5395.56,On Time,0
PAY406176,C100539,CARD204529,2026-04-24,9345.81,9345.81,Late,15
PAY406177,C101726,CARD203311,2026-06-07,2365.83,2365.83,On Time,0
PAY406178,C108695,CARD211398,2025-07-09,6081.3,6081.3,On Time,0
PAY406179,C106340,CARD204486,2026-04-27,4873.53,4873.53,On Time,0
PAY406180,C107182,CARD202299,2025-12-20,10099.7,10099.7,On Time,0
PAY406181,C100877,CARD200373,2025-07-07,11845.78,11845.78,Late,1
PAY406182,C109728,CARD210692,2025-12-14,2237.37,2237.37,On Time,0
PAY406183,C107642,CARD207612,2025-08-03,10197.94,10197.94,On Time,0
PAY406184,C109754,CARD202111,2025-03-23,13032.62,13032.62,On Time,0
PAY406185,C103214,CARD209536,2026-07-04,26970.54,20348.17,Partial,11
PAY406186,C103397,CARD211875,2026-07-29,3884.84,1755.39,Partial,48
PAY406187,C105324,CARD209447,2026-02-24,3980.61,3980.61,On Time,0
PAY406188,C104138,CARD203832,2026-07-24,13962.2,13962.2,On Time,0
PAY406189,C105696,CARD206485,2025-12-10,19952.46,19952.46,On Time,0
PAY406190,C102621,CARD211431,2026-07-08,3247.63,3247.63,On Time,0
PAY406191,C102425,CARD208893,2025-04-24,12720.42,12720.42,On Time,0
PAY406192,C103480,CARD206912,2026-06-12,2962.73,2962.73,On Time,0
PAY406193,C101082,CARD208392,2025-05-13,4357.21,1946.61,Partial,19
PAY406194,C107836,CARD205650,2025-11-26,2088.82,2088.82,On Time,0
PAY406195,C102081,CARD200943,2026-03-05,11601.97,1019.75,Missed,45
PAY406196,C106789,CARD203563,2025-04-15,5203.1,5203.1,On Time,0
PAY406197,C104164,CARD210530,2026-04-19,6833.25,6833.25,Late,30
PAY406198,C108079,CARD204497,2025-11-23,5090.41,5090.41,On Time,0
PAY406199,C107745,CARD204764,2025-02-12,9190.34,9190.34,On Time,0
PAY406200,C105174,CARD201546,2026-02-13,4619.01,4619.01,On Time,0
PAY406201,C102893,CARD202532,2025-01-25,3182.17,3182.17,On Time,0
PAY406202,C109258,CARD204615,2025-11-03,6473.4,6473.4,On Time,0
PAY406203,C102808,CARD207868,2025-06-03,10539.85,10539.85,On Time,0
PAY406204,C101928,CARD201778,2026-01-23,1444.07,1444.07,On Time,0
PAY406205,C107243,CARD207208,2025-08-25,7106.26,7106.26,On Time,0
PAY406206,C106803,CARD208218,2025-03-17,1000.0,1000.0,On Time,0
PAY406207,C107626,CARD206954,2026-08-08,4727.21,1076.89,Partial,29
PAY406208,C104238,CARD200269,2025-10-16,5520.52,5520.52,On Time,0
PAY406209,C105322,CARD209374,2025-02-02,2322.16,2322.16,On Time,0
PAY406210,C105807,CARD206574,2025-03-03,11201.05,11201.05,On Time,0
PAY406211,C107143,CARD208390,2026-08-16,4439.82,1008.91,Partial,27
PAY406212,C105765,CARD201744,2025-07-12,6583.19,6583.19,On Time,0
PAY406213,C103626,CARD209023,2026-01-14,2218.43,2218.43,On Time,0
PAY406214,C109323,CARD207621,2026-03-10,4704.15,4704.15,On Time,0
PAY406215,C103206,CARD208407,2025-10-04,5757.19,2506.01,Partial,4
PAY406216,C106071,CARD209391,2025-05-03,5844.3,5844.3,On Time,0
PAY406217,C102210,CARD209921,2026-04-22,9657.99,9657.99,On Time,0
PAY406218,C100107,CARD203746,2026-05-17,2938.76,2938.76,On Time,0
PAY406219,C108558,CARD211341,2026-04-17,3969.02,3969.02,On Time,0
PAY406220,C105129,CARD207101,2026-04-15,3107.68,1358.52,Partial,52
PAY406221,C100438,CARD210113,2025-12-04,1573.68,1218.74,Partial,19
PAY406222,C107056,CARD206664,2025-05-22,1042.48,1042.48,On Time,0
PAY406223,C108729,CARD202336,2026-03-05,7741.4,7741.4,On Time,0
PAY406224,C102725,CARD205423,2026-02-19,2919.74,2919.74,On Time,0
PAY406225,C109167,CARD207797,2025-03-21,11338.13,11338.13,On Time,0
PAY406226,C108231,CARD201539,2025-02-27,4586.74,4586.74,On Time,0
PAY406227,C105380,CARD203030,2026-03-24,1758.97,1758.97,On Time,0
PAY406228,C104637,CARD206220,2026-05-18,8106.08,8106.08,On Time,0
PAY406229,C106558,CARD207086,2025-07-28,17199.43,17199.43,Late,19
PAY406230,C100436,CARD209465,2026-03-21,3532.68,3532.68,On Time,0
